GEOID,county,Pop,White,Black,Asian,Hispanic
48085030548,085,6474,60.83,19.08,4.43,10.97
48085030549,085,2807,44.39,10.65,17.88,23.58
48085030550,085,4390,69.95,13.49,5.01,8.13
48085030604,085,3829,49.15,23.64,0.99,21.57
48085030605,085,7194,49.28,18.71,0.18,30.69
48113016632,113,2655,16.2,45.76,0.0,37.4
48113016633,113,6601,3.88,83.73,0.0,11.62
48113016634,113,3686,10.77,16.41,0.0,69.61
48113016635,113,3951,2.28,86.69,2.38,8.58
48113016636,113,2361,31.09,32.74,5.34,28.5
48113016637,113,2685,3.91,62.31,0.0,33.3
48113016638,113,1925,15.9,63.53,0.0,13.77
48113016704,113,4154,17.57,65.0,0.58,13.53
48113016706,113,2515,5.49,56.54,0.36,35.03
48113016707,113,4624,6.4,85.58,1.02,5.88
48113016708,113,6665,3.71,83.47,0.0,11.3
48113016709,113,2986,17.01,58.94,0.44,22.97
48113016710,113,5103,6.35,60.83,0.0,29.88
48113016711,113,2443,0.61,68.65,0.0,30.05
48113016802,113,4353,12.73,53.11,0.0,31.33
48113016803,113,5385,23.9,62.64,1.08,8.36
48113016805,113,4129,6.66,85.18,3.34,4.17
48113016806,113,5761,2.52,85.73,0.0,11.75
48113016902,113,6070,19.04,35.45,0.21,41.25
48113016903,113,5760,24.93,30.19,0.24,42.62
48113017005,113,4807,24.01,8.49,0.0,66.96
48113017006,113,5830,53.02,8.44,0.0,36.33
48113017007,113,6024,15.79,9.71,0.42,73.84
48113017008,113,5482,32.05,27.38,0.18,35.57
48113017009,113,5117,18.76,1.47,0.0,77.76
48113017010,113,4891,17.56,13.11,0.0,67.78
48113017101,113,7172,19.77,16.06,0.75,62.81
48113017102,113,6370,12.32,18.4,0.0,68.65
48113017201,113,5045,18.67,17.56,0.18,63.59
48113017203,113,4907,18.5,37.72,1.9,40.33
48113017204,113,4479,11.34,25.18,0.25,62.94
48113017307,113,3275,25.56,26.26,12.95,33.37
48113017308,113,4637,25.92,32.97,6.69,30.26
48113017309,113,2656,24.13,21.76,2.0,48.87
48113017310,113,3554,26.81,46.65,0.0,26.22
48113017311,113,3113,32.38,26.53,2.15,37.91
48113017312,113,4618,34.67,30.58,1.28,28.3
48113017313,113,3713,17.8,50.82,4.15,24.89
48113017314,113,8155,16.37,25.84,0.78,55.41
48113017315,113,5613,25.12,30.45,0.0,43.33
48113017400,113,5172,39.06,16.28,0.77,41.47
48113017500,113,3672,45.21,14.49,2.45,28.62
48113017602,113,4271,18.78,26.72,0.0,50.13
48113017604,113,3466,25.82,13.19,0.0,60.01
48113017605,113,3747,8.33,29.94,0.0,60.93
48113017606,113,4888,14.46,18.68,0.49,63.67
48231961101,231,4129,83.0,1.4,3.95,10.78
48231961102,231,3264,84.74,3.31,0.0,7.26
48231961200,231,5716,76.47,6.6,0.49,11.6
48231961300,231,6632,76.46,7.58,2.08,11.58
48231961401,231,5504,71.86,10.48,0.0,14.46
48231961402,231,4535,82.71,0.71,1.28,13.05
48231961501,231,3307,78.8,0.42,1.03,18.57
48231961502,231,5440,78.14,0.62,0.92,18.81
48231961503,231,4958,82.73,1.05,1.01,10.04
48231961600,231,6330,75.45,0.25,0.49,21.2
48231961700,231,2631,87.65,0.0,0.3,9.69
48231961000,231,5476,63.55,20.25,0.09,14.26
48497150101,497,4399,81.65,0.18,0.0,12.59
48497150103,497,4461,79.76,0.9,2.35,13.41
48497150104,497,3853,61.61,0.0,0.0,36.96
48497150201,497,3017,73.52,6.13,0.96,19.39
48497150202,497,3794,53.77,1.53,0.0,42.41
48497150300,497,2759,90.11,0.25,0.0,6.78
48497150402,497,6305,88.77,0.06,0.06,8.79
48497150403,497,4859,75.34,0.51,0.33,20.48
48497150404,497,2030,88.08,0.0,0.0,9.66
48497150405,497,4308,74.61,3.67,0.0,20.36
48497150500,497,6196,55.71,0.9,0.76,41.33
48497150603,497,5150,73.11,3.07,0.7,18.76
48497150604,497,4399,90.93,0.0,0.89,8.18
48497150605,497,5462,85.61,0.22,0.0,11.92
48497150606,497,2773,81.21,3.46,0.0,13.52
48497150607,497,4119,74.44,0.07,0.0,19.5
48085030606,085,5648,73.6,18.2,3.08,3.36
48085030607,085,5633,81.09,1.65,5.27,10.19
48085030608,085,1745,56.62,12.09,0.0,28.19
48085030609,085,8433,56.15,11.29,8.41,18.49
48085030701,085,3416,51.0,9.25,2.37,37.27
48085030702,085,5814,57.95,4.27,0.24,36.5
48085030801,085,4608,57.86,14.41,1.02,22.5
48085030802,085,5877,38.4,14.55,0.0,41.64
48085030901,085,2247,27.73,22.92,3.03,45.66
48085030902,085,0,,,,
48085030903,085,7488,28.78,12.03,0.76,56.85
48085031003,085,7724,45.38,20.82,1.63,27.95
48085031005,085,3500,62.14,2.4,1.8,33.14
48085031006,085,2348,68.78,2.17,0.0,25.51
48085031007,085,4018,54.11,7.69,3.26,34.57
48085031008,085,2713,56.14,1.07,0.41,41.28
48085031101,085,5196,76.62,7.06,0.46,12.84
48085031102,085,5239,67.82,3.47,0.36,27.51
48085031201,085,5526,76.95,4.25,1.03,14.21
48085031202,085,5206,65.85,6.09,0.96,24.3
48085031308,085,6543,56.12,13.04,1.56,26.52
48085031314,085,4254,56.58,3.76,11.61,25.27
48085031318,085,5087,54.41,23.81,7.04,12.35
48085031319,085,3953,64.13,8.2,6.7,19.25
48085031320,085,6426,51.45,11.7,0.22,34.7
48085031321,085,5350,58.06,13.7,1.5,12.71
48085031322,085,6283,68.85,5.28,5.87,16.98
48085031323,085,5354,73.91,6.74,4.37,9.06
48085031324,085,4601,62.2,13.41,16.43,7.09
48085031325,085,1809,65.51,7.63,19.18,7.02
48085031326,085,5823,58.39,10.41,21.54,9.05
48085031327,085,3624,49.97,12.03,28.61,2.21
48085031328,085,4015,42.76,6.03,28.82,15.37
48085031329,085,7638,51.69,15.66,28.83,2.44
48085031330,085,5823,48.39,15.64,6.75,18.1
48085031331,085,3819,51.64,11.57,3.27,31.66
48085031332,085,5523,39.36,5.58,44.58,6.63
48085031333,085,3815,15.52,15.33,63.51,2.04
48085031334,085,3935,66.3,2.69,21.14,8.61
48085031335,085,5261,63.24,14.24,15.09,5.72
48085031336,085,4414,62.62,11.19,11.87,12.12
48085031408,085,3648,60.22,9.73,23.27,6.28
48085031411,085,5929,51.46,19.36,18.96,6.7
48085031412,085,5684,75.93,13.09,3.48,3.54
48085031413,085,8421,37.61,31.68,13.64,13.86
48085031414,085,8005,60.82,1.49,12.67,10.62
48113017703,113,5782,18.44,30.59,4.36,43.45
48113017704,113,6700,24.19,23.73,1.64,43.61
48113017705,113,3029,19.08,33.81,9.97,35.89
48113017706,113,4721,30.14,27.49,3.41,31.62
48113017805,113,5059,25.85,27.26,0.0,46.29
48113017806,113,4763,16.99,12.98,0.0,68.93
48113017808,113,3915,38.06,13.38,7.69,39.18
48113017811,113,4740,50.0,18.29,9.87,20.23
48113017812,113,2125,47.29,11.25,4.0,34.45
48113017814,113,4943,30.02,25.07,17.46,25.19
48113017815,113,2865,29.7,19.3,2.65,42.76
48113017816,113,5385,12.48,16.79,0.0,69.55
48113017817,113,3157,33.01,29.14,6.46,27.37
48113017818,113,3318,20.22,20.43,10.1,47.98
48113017819,113,1885,19.42,41.38,1.43,28.01
48113017820,113,4208,22.84,20.32,0.0,56.15
48113017900,113,5242,17.42,17.25,0.48,63.01
48113018001,113,5958,35.26,12.82,0.59,48.62
48113018002,113,3968,17.54,24.7,0.66,55.09
48113018105,113,5959,14.68,9.92,1.11,72.51
48113018110,113,5146,66.96,7.89,10.01,10.67
48113018111,113,6638,24.59,26.89,0.62,46.78
48113018120,113,5094,28.5,21.63,17.26,28.5
48113018121,113,4796,23.29,13.41,7.46,51.29
48113018126,113,6736,29.81,16.3,0.0,51.59
48113018127,113,2376,26.52,10.9,3.83,51.68
48113018128,113,5712,18.79,30.08,2.57,45.78
48113018129,113,4762,39.21,17.81,0.94,41.1
48113018130,113,4060,22.66,48.28,0.74,26.35
48113018132,113,5975,33.94,16.33,9.04,35.92
48113018133,113,4020,49.53,26.42,3.96,17.19
48113018134,113,5177,62.24,14.1,1.33,18.22
48113018135,113,4376,55.19,10.65,6.65,22.26
48113018137,113,4554,41.61,18.18,12.45,24.29
48113018138,113,4916,32.02,34.72,11.68,18.31
48113018140,113,6798,36.26,19.42,11.53,29.85
48113018141,113,3455,41.16,26.22,0.12,22.98
48113018142,113,3855,38.6,14.58,16.26,21.56
48113018143,113,5876,48.06,23.77,10.07,12.92
48113018144,113,4136,51.89,17.02,4.67,21.91
48113018145,113,4735,66.55,4.58,5.36,19.7
48113018146,113,3604,59.02,23.17,8.07,8.8
48113018147,113,4703,21.07,10.38,13.48,51.48
48113018148,113,4821,17.32,28.46,15.14,34.91
48113018149,113,4222,42.59,23.24,3.58,25.56
48113018150,113,4224,36.13,22.04,8.59,33.24
48085031415,085,6287,69.99,9.19,17.88,2.15
48085031416,085,9543,40.62,8.53,43.58,4.53
48085031417,085,4324,54.76,2.78,34.6,6.98
48085031418,085,5729,50.78,0.0,38.96,5.71
48085031419,085,4943,83.86,1.52,1.68,9.69
48085031420,085,2854,96.46,0.0,1.51,2.03
48085031421,085,3612,44.13,10.55,31.95,12.04
48085031422,085,4626,48.47,8.69,12.19,14.27
48085031423,085,3623,64.84,5.69,9.19,12.72
48085031424,085,3493,64.04,17.98,6.7,9.68
48085031425,085,4992,68.83,7.53,4.63,12.08
48085031504,085,6429,65.27,14.11,7.19,11.2
48085031507,085,6749,64.96,7.6,12.15,14.09
48085031508,085,5932,68.8,8.07,12.02,9.39
48085031509,085,4142,44.01,7.87,21.95,20.55
48085031510,085,5224,67.02,1.86,21.59,7.96
48085031511,085,5400,68.41,16.8,0.93,13.11
48085031512,085,3918,46.3,15.08,5.31,31.27
48085031611,085,3671,47.21,13.78,7.93,30.29
48085031613,085,5712,75.65,3.89,4.83,10.28
48085031621,085,6104,56.6,9.94,10.11,21.15
48085031622,085,6642,55.16,12.03,18.55,12.0
48085031623,085,2526,53.6,7.88,16.35,19.52
48085031624,085,3121,45.43,7.02,17.08,30.47
48085031625,085,4569,74.13,4.44,11.1,6.59
48085031626,085,2284,78.33,3.02,8.36,8.41
48085031627,085,5478,64.7,6.83,18.15,10.33
48085031628,085,4037,65.02,9.59,3.74,20.01
48085031629,085,4058,63.95,5.74,5.22,23.09
48085031630,085,4492,56.66,6.37,17.43,16.41
48085031631,085,5499,43.32,8.73,12.86,29.24
48085031632,085,5908,49.53,24.73,12.42,10.41
48085031633,085,4308,64.35,6.8,12.02,11.61
48085031634,085,3336,59.77,4.05,13.91,18.53
48085031635,085,4664,41.21,15.2,21.44,16.38
48085031636,085,7466,56.55,6.35,23.21,9.48
48085031639,085,7003,40.68,6.18,40.84,9.27
48085031641,085,6671,31.28,3.48,59.48,4.77
48085031642,085,5120,49.61,10.7,27.73,2.23
48085031643,085,4757,53.48,7.42,29.37,7.71
48085031645,085,1766,68.35,5.38,16.99,7.53
48085031646,085,5424,65.12,5.75,20.13,4.48
48085031647,085,3388,64.02,7.0,18.33,10.3
48085031649,085,5016,63.52,8.79,18.76,6.74
48085031654,085,4706,54.7,6.86,19.74,2.53
48085031655,085,4325,62.52,6.47,19.38,7.42
48113018151,113,2907,32.3,18.2,17.89,29.72
48113018152,113,5383,37.77,12.43,14.53,34.68
48113018153,113,8140,37.74,9.43,34.15,14.99
48113018154,113,5411,57.46,10.53,6.23,23.6
48113018155,113,4268,65.0,3.37,20.38,6.63
48113018156,113,6070,45.26,30.69,5.29,14.45
48113018157,113,4403,29.12,34.29,12.24,15.69
48113018158,113,4168,35.46,27.52,5.42,31.24
48113018159,113,3908,58.78,5.48,18.6,12.49
48113018203,113,6503,11.95,19.51,11.64,49.98
48113018204,113,5641,3.01,10.49,0.62,85.87
48113018205,113,3823,16.79,11.27,8.13,61.68
48113018206,113,4460,9.73,7.96,0.0,80.81
48113018300,113,6954,23.94,1.87,2.3,71.14
48113018401,113,4098,28.36,11.49,1.24,57.74
48113018402,113,4364,38.11,7.06,1.67,52.31
48113018403,113,1569,19.63,23.52,0.0,55.13
48113018501,113,4847,15.74,5.34,1.88,73.92
48113018505,113,4021,8.41,54.64,2.29,32.45
48113018506,113,3214,12.57,73.43,2.05,10.98
48113018507,113,4201,12.74,67.32,4.45,11.69
48113018508,113,1578,26.68,32.32,0.7,25.16
48113018600,113,3753,34.85,7.01,0.4,57.55
48113018700,113,7040,15.48,3.25,0.0,75.43
48113018801,113,5121,21.48,6.82,4.94,64.11
48113018802,113,1375,42.76,12.95,3.35,40.65
48113018900,113,5883,23.12,12.53,21.3,41.19
48113019013,113,5105,4.49,17.55,6.03,70.19
48113019016,113,2935,30.97,28.62,16.35,22.69
48113019018,113,5854,16.71,33.21,26.1,20.93
48113019019,113,7797,13.45,50.49,11.22,21.87
48113019020,113,6859,26.48,20.56,17.13,30.98
48113019023,113,5926,65.22,3.53,12.94,12.55
48113019024,113,4405,40.43,13.01,18.5,25.27
48113019025,113,4329,39.18,11.34,23.26,18.87
48113019026,113,5797,45.23,8.95,23.84,17.27
48113019027,113,6422,27.61,18.47,31.28,14.19
48113019028,113,3450,25.3,16.75,20.32,35.42
48113019029,113,6224,20.08,14.46,29.0,29.26
48113019031,113,4863,58.19,2.08,16.1,19.78
48113019032,113,4826,10.15,4.46,18.5,62.43
48113019033,113,4046,16.14,5.44,9.44,65.72
48113019034,113,4749,18.68,43.04,13.69,20.0
48113019035,113,7104,12.06,45.19,7.33,32.31
48113019036,113,2690,84.09,2.38,8.03,3.38
48113019037,113,3299,63.05,9.55,12.25,12.55
48251130100,251,5300,80.87,6.64,0.0,10.6
48251130205,251,4326,85.32,0.0,0.0,12.14
48251130210,251,5218,88.08,0.0,0.67,8.05
48251130211,251,6180,84.9,0.39,1.12,11.67
48251130212,251,6077,68.49,4.28,0.67,23.83
48251130213,251,4747,67.98,1.22,0.0,29.18
48251130214,251,6715,79.18,1.19,0.0,17.07
48251130215,251,6232,68.57,5.33,0.45,22.43
48251130216,251,4866,83.76,3.74,3.99,7.91
48251130217,251,2805,88.98,1.93,0.89,7.56
48251130218,251,3646,78.2,0.0,0.0,17.22
48397040101,397,7939,84.0,0.4,5.42,6.51
48397040103,397,4006,81.93,1.85,0.72,11.68
48397040104,397,3517,59.45,16.06,0.26,22.55
48397040201,397,1422,84.11,4.5,3.31,5.63
48397040202,397,4405,76.25,1.45,5.22,11.03
48397040203,397,915,73.88,3.28,0.87,9.4
48397040301,397,6172,64.99,10.81,2.64,17.9
48397040303,397,3215,87.68,0.62,2.27,8.06
48397040304,397,3075,59.58,2.8,4.03,33.59
48397040305,397,2962,62.63,17.69,13.54,5.67
48397040403,397,2930,68.29,3.86,1.91,25.94
48397040404,397,2885,71.2,17.68,0.0,8.94
48397040405,397,2140,38.97,4.02,2.34,50.7
48397040406,397,3530,67.28,3.31,4.22,22.58
48397040407,397,2928,59.53,0.0,0.55,39.28
48397040408,397,2103,48.69,15.07,1.81,29.67
48397040409,397,3239,40.32,4.63,2.44,49.77
48397040410,397,5065,66.97,8.53,0.85,17.83
48397040411,397,2781,77.99,10.14,0.0,11.87
48397040412,397,761,79.11,0.0,0.0,14.19
48397040503,397,5992,45.23,8.19,3.6,37.85
48397040507,397,5193,88.66,0.0,1.71,7.32
48397040508,397,2851,89.48,3.47,1.68,3.54
48397040509,397,1899,76.41,0.47,0.74,20.91
48397040510,397,4891,82.93,0.31,1.19,13.13
48397040511,397,2926,82.4,0.0,10.77,5.09
48397040512,397,4742,55.74,18.75,2.32,23.2
48397040513,397,4625,66.29,22.92,0.67,9.28
48397040514,397,2066,87.32,1.16,0.0,10.02
48085031659,085,2511,33.49,4.3,48.07,3.9
48085031660,085,4515,21.06,3.41,68.7,2.06
48085031661,085,3465,39.37,7.3,43.46,6.81
48085031662,085,4355,42.82,7.97,34.72,6.41
48085031663,085,3691,40.8,8.56,42.4,4.39
48085031664,085,3821,49.28,5.94,36.98,6.12
48085031665,085,2639,28.61,18.49,35.54,11.48
48085031666,085,5831,42.19,9.74,35.45,10.6
48085031667,085,2986,67.78,4.29,15.14,6.83
48085031668,085,4732,77.98,5.39,12.53,1.69
48085031669,085,2258,48.76,13.95,25.47,10.01
48085031670,085,573,69.46,4.71,8.73,13.61
48085031671,085,2710,57.86,15.61,10.7,12.14
48085031672,085,1951,61.51,14.15,22.19,1.59
48085031673,085,2947,27.38,8.14,57.99,3.7
48085031674,085,4481,40.79,8.08,33.68,12.43
48085031675,085,2520,36.71,15.67,35.56,8.69
48085031676,085,4268,66.38,13.5,10.75,7.47
48085031677,085,3502,62.99,0.57,23.07,11.11
48085031678,085,3282,76.26,1.61,16.21,3.35
48085031679,085,2304,25.56,3.21,57.9,9.85
48085031680,085,4214,38.82,1.57,55.81,2.99
48085031681,085,2586,74.86,5.49,13.57,5.22
48085031682,085,4516,68.51,8.13,13.33,6.51
48085031704,085,3881,55.37,5.28,9.28,18.89
48085031706,085,2585,90.72,0.85,3.64,2.75
48085031708,085,4362,56.65,18.89,8.76,12.01
48085031709,085,5373,33.95,18.31,25.8,19.84
48085031711,085,3348,60.9,13.71,6.75,12.43
48085031713,085,4821,31.55,23.34,4.21,32.01
48085031715,085,2791,67.25,6.63,9.46,12.68
48085031716,085,2898,58.83,10.49,13.63,9.39
48085031717,085,1910,54.24,10.1,14.45,17.54
48085031718,085,2552,65.87,2.74,10.82,16.81
48085031719,085,1836,64.54,5.5,21.41,6.86
48085031720,085,4087,13.9,14.58,37.17,24.59
48085031721,085,1839,63.62,12.29,8.05,3.81
48085031657,085,3102,41.1,17.41,25.15,11.57
48085031722,085,2917,31.68,29.28,7.54,25.68
48085031723,085,3495,13.42,32.9,1.14,43.43
48085031724,085,2221,36.47,21.34,5.58,33.14
48085031806,085,2974,21.18,21.49,36.55,15.64
48085031807,085,4554,82.5,1.93,6.5,5.09
48085031808,085,4348,77.87,0.0,5.4,14.72
48085031809,085,1373,33.36,28.26,19.74,18.65
48085031810,085,1557,53.18,4.43,35.2,4.88
48113019039,113,7260,49.5,8.17,8.82,31.6
48113019040,113,8381,17.6,45.15,23.79,7.35
48113019041,113,2954,60.73,14.15,13.64,6.57
48113019042,113,5631,45.13,19.66,16.39,17.74
48113019044,113,3367,22.96,4.19,17.37,54.8
48113019045,113,2565,23.78,18.91,18.25,36.53
48113019046,113,4311,14.41,20.41,17.77,45.58
48113019047,113,3438,23.68,11.14,26.67,37.67
48113019048,113,3769,28.58,3.95,4.96,59.7
48113019049,113,4706,26.46,23.18,5.27,44.39
48113019050,113,3232,52.91,9.5,25.0,8.94
48113019051,113,4989,66.93,9.16,9.34,10.8
48113019052,113,556,36.69,14.39,15.11,31.29
48113019053,113,1239,48.43,24.78,13.56,10.41
48113019101,113,1383,41.07,22.42,24.87,6.58
48113019102,113,5313,52.46,9.5,16.19,19.59
48113019202,113,6028,35.75,18.91,3.32,40.06
48113019203,113,4008,82.93,0.57,1.12,12.62
48113019205,113,4706,80.58,10.45,7.37,1.59
48113019208,113,6230,14.08,15.84,3.21,65.25
48113019210,113,5216,84.93,2.09,2.2,4.75
48113019211,113,6142,55.34,14.93,6.4,18.94
48113019212,113,3763,0.61,6.54,0.0,90.78
48113019213,113,3599,13.53,21.51,4.14,60.21
48113019214,113,6138,17.58,8.59,0.93,71.0
48113019215,113,2809,78.68,5.02,2.06,12.64
48113019216,113,4359,68.2,1.49,8.08,19.52
48113019301,113,3340,88.35,0.0,3.32,3.14
48113019302,113,5537,68.95,8.45,8.2,11.83
48113019400,113,4399,79.04,0.0,9.82,6.34
48113019501,113,7433,91.24,0.0,3.59,2.66
48113019502,113,4318,92.73,0.0,3.47,2.85
48113019600,113,2309,86.57,0.61,8.66,1.13
48113019700,113,1775,80.51,0.0,5.24,9.13
48113019800,113,5059,91.82,0.18,5.04,2.51
48113019900,113,4200,7.88,2.31,0.0,89.4
48113020000,113,5335,37.41,7.2,43.04,9.33
48113020100,113,2072,22.64,3.52,1.88,70.13
48113020200,113,3969,1.56,91.26,0.0,7.18
48113020300,113,2258,12.31,75.16,0.4,11.74
48113020401,113,2528,50.95,27.89,1.27,18.55
48113020402,113,5604,46.84,25.18,1.93,21.36
48113020500,113,6420,4.77,51.23,6.78,34.22
48113020600,113,2113,83.2,0.0,8.57,4.64
48113020700,113,5255,68.91,2.85,7.1,19.26
48113020800,113,7091,1.54,74.32,0.0,23.48
48113020900,113,2230,9.73,77.89,0.0,12.24
48251130219,251,2938,86.76,6.77,0.0,5.28
48251130220,251,5164,71.8,2.85,1.41,22.71
48251130221,251,4019,69.17,5.08,0.0,14.73
48251130222,251,2899,81.41,6.21,0.97,6.66
48251130302,251,5556,61.63,8.14,2.66,26.69
48251130303,251,4642,55.0,2.31,2.8,29.15
48251130304,251,5457,69.12,2.05,1.03,26.33
48251130405,251,7361,71.89,6.3,2.0,18.49
48251130406,251,5107,88.76,0.0,0.0,9.71
48251130411,251,4105,33.06,1.36,0.19,62.97
48251130412,251,4601,56.64,7.74,0.67,33.01
48251130413,251,3905,54.34,8.86,3.84,31.14
48251130414,251,2521,76.64,0.0,0.0,22.57
48251130415,251,3600,74.44,0.19,0.0,23.28
48251130416,251,3177,65.25,0.0,0.0,32.61
48251130417,251,4514,63.05,7.82,0.0,28.4
48251130418,251,2043,31.42,31.23,0.0,37.35
48251130419,251,2732,52.45,8.16,1.94,36.35
48251130501,251,3579,90.58,0.0,0.14,8.05
48251130502,251,3803,83.91,0.0,0.0,11.67
48251130602,251,2728,87.06,5.39,0.7,5.94
48251130603,251,5509,88.69,0.0,0.0,10.31
48251130604,251,2529,80.86,0.59,0.51,15.94
48251130700,251,4429,59.25,3.64,3.14,32.58
48251130800,251,4310,40.95,4.48,0.39,48.4
48251130900,251,3718,28.27,7.1,0.0,63.69
48251131000,251,4678,88.03,0.92,0.0,9.06
48251131100,251,5623,61.91,6.19,1.1,28.45
48257050204,257,8092,45.87,23.23,6.27,24.37
48257050207,257,6186,47.48,24.56,2.88,23.12
48257050208,257,5233,66.83,9.38,0.0,23.33
48257050209,257,7253,59.34,16.38,4.67,16.09
48257050210,257,2097,78.02,7.87,0.0,13.26
48257050211,257,6833,35.02,25.2,3.61,34.27
48257050212,257,4262,74.85,7.93,1.71,14.43
